timestep,slice_id,prb_decision,sched_decision,tx_brate,tx_pckts,dl_buffer
13,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q1)"
13,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","dec(tx_pckts, Q1)","const(dl_buffer, Q1)"
13,2,"const(prb, C3)",const(sched),"const(tx_brate, Q3)","const(tx_pckts, Q3)","const(dl_buffer, Q1)"
14,0,"const(prb, C2)",toPF(sched),"const(tx_brate, Q4)","inc(tx_pckts, Q4)","inc(dl_buffer, Q3)"
14,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q2)","inc(tx_pckts, Q2)","const(dl_buffer, Q1)"
14,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q3)","const(tx_pckts, Q3)","const(dl_buffer, Q1)"
15,0,"const(prb, C2)",toWF(sched),"inc(tx_brate, Q4)","dec(tx_pckts, Q4)","inc(dl_buffer, Q4)"
15,1,"const(prb, C2)",const(sched),"const(tx_brate, Q2)","const(tx_pckts, Q2)","const(dl_buffer, Q1)"
15,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","const(dl_buffer, Q1)"
16,0,"const(prb, C2)",const(sched),"dec(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q3)"
16,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q1)","const(dl_buffer, Q1)"
16,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q2)","const(dl_buffer, Q1)"
17,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q1)"
17,1,"const(prb, C2)",const(sched),"const(tx_brate, Q1)","const(tx_pckts, Q1)","const(dl_buffer, Q1)"
17,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q2)","const(dl_buffer, Q1)"
18,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","inc(dl_buffer, Q4)"
18,1,"const(prb, C2)",const(sched),"const(tx_brate, Q2)","const(tx_pckts, Q2)","const(dl_buffer, Q1)"
18,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","const(dl_buffer, Q1)"
19,0,"const(prb, C2)",toRR(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q4)"
19,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q2)","inc(tx_pckts, Q2)","const(dl_buffer, Q1)"
19,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q3)","const(dl_buffer, Q1)"
20,0,"const(prb, C2)",toWF(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q4)"
20,1,"const(prb, C2)",const(sched),"const(tx_brate, Q2)","dec(tx_pckts, Q2)","inc(dl_buffer, Q4)"
20,2,"const(prb, C3)",const(sched),"const(tx_brate, Q2)","const(tx_pckts, Q3)","const(dl_buffer, Q1)"
21,0,"dec(prb, C1)",toRR(sched),"const(tx_brate, Q4)","inc(tx_pckts, Q4)","dec(dl_buffer, Q3)"
21,1,"dec(prb, C1)",toRR(sched),"dec(tx_brate, Q1)","dec(tx_pckts, Q1)","dec(dl_buffer, Q1)"
21,2,"inc(prb, C4)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q2)","const(dl_buffer, Q1)"
22,0,"inc(prb, C2)",toWF(sched),"const(tx_brate, Q4)","dec(tx_pckts, Q4)","inc(dl_buffer, Q4)"
22,1,"inc(prb, C2)",toPF(sched),"inc(tx_brate, Q1)","inc(tx_pckts, Q2)","const(dl_buffer, Q1)"
22,2,"dec(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","inc(dl_buffer, Q4)"
23,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","dec(tx_pckts, Q4)","dec(dl_buffer, Q4)"
23,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","dec(tx_pckts, Q1)","const(dl_buffer, Q1)"
23,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","dec(dl_buffer, Q1)"
24,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","inc(tx_pckts, Q4)","inc(dl_buffer, Q4)"
24,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q2)","inc(tx_pckts, Q2)","inc(dl_buffer, Q3)"
24,2,"const(prb, C3)",const(sched),"const(tx_brate, Q3)","inc(tx_pckts, Q3)","inc(dl_buffer, Q3)"
25,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","dec(tx_pckts, Q4)","dec(dl_buffer, Q1)"
25,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","dec(tx_pckts, Q1)","dec(dl_buffer, Q1)"
25,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q2)","dec(dl_buffer, Q1)"
26,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","inc(dl_buffer, Q4)"
26,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q2)","inc(tx_pckts, Q1)","const(dl_buffer, Q1)"
26,2,"const(prb, C3)",const(sched),"const(tx_brate, Q2)","const(tx_pckts, Q2)","const(dl_buffer, Q1)"
27,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","inc(dl_buffer, Q4)"
27,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","dec(tx_pckts, Q1)","const(dl_buffer, Q1)"
27,2,"const(prb, C3)",const(sched),"const(tx_brate, Q2)","dec(tx_pckts, Q2)","const(dl_buffer, Q1)"
28,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q1)"
28,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","dec(tx_pckts, Q1)","const(dl_buffer, Q1)"
28,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","const(dl_buffer, Q1)"
29,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","inc(tx_pckts, Q4)","inc(dl_buffer, Q4)"
29,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q1)","inc(tx_pckts, Q1)","const(dl_buffer, Q1)"
29,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q2)","const(dl_buffer, Q1)"
30,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","dec(tx_pckts, Q4)","dec(dl_buffer, Q3)"
30,1,"const(prb, C2)",const(sched),"const(tx_brate, Q1)","const(tx_pckts, Q1)","const(dl_buffer, Q1)"
30,2,"const(prb, C3)",const(sched),"const(tx_brate, Q2)","const(tx_pckts, Q3)","const(dl_buffer, Q1)"
31,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","inc(tx_pckts, Q4)","inc(dl_buffer, Q4)"
31,1,"const(prb, C2)",const(sched),"const(tx_brate, Q1)","const(tx_pckts, Q1)","const(dl_buffer, Q1)"
31,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","const(dl_buffer, Q1)"
32,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","dec(tx_pckts, Q4)","dec(dl_buffer, Q1)"
32,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q2)","inc(tx_pckts, Q2)","const(dl_buffer, Q1)"
32,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q2)","const(dl_buffer, Q1)"
33,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","dec(tx_pckts, Q4)","inc(dl_buffer, Q4)"
33,1,"const(prb, C2)",const(sched),"const(tx_brate, Q2)","const(tx_pckts, Q2)","const(dl_buffer, Q1)"
33,2,"const(prb, C3)",const(sched),"const(tx_brate, Q3)","const(tx_pckts, Q2)","const(dl_buffer, Q1)"
34,0,"const(prb, C2)",const(sched),"inc(tx_brate, Q4)","inc(tx_pckts, Q4)","inc(dl_buffer, Q4)"
34,1,"const(prb, C2)",const(sched),"const(tx_brate, Q2)","const(tx_pckts, Q1)","const(dl_buffer, Q1)"
34,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","const(dl_buffer, Q1)"
35,0,"const(prb, C2)",const(sched),"dec(tx_brate, Q4)","dec(tx_pckts, Q4)","dec(dl_buffer, Q4)"
35,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","const(tx_pckts, Q1)","const(dl_buffer, Q1)"
35,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q2)","const(dl_buffer, Q1)"
36,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q4)"
36,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q2)","inc(tx_pckts, Q2)","const(dl_buffer, Q1)"
36,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","const(dl_buffer, Q1)"
37,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","inc(tx_pckts, Q4)","inc(dl_buffer, Q4)"
37,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","const(tx_pckts, Q2)","const(dl_buffer, Q1)"
37,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q2)","const(dl_buffer, Q1)"
38,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","dec(tx_pckts, Q4)","inc(dl_buffer, Q4)"
38,1,"const(prb, C2)",const(sched),"const(tx_brate, Q2)","const(tx_pckts, Q2)","const(dl_buffer, Q1)"
38,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","const(dl_buffer, Q1)"
39,0,"const(prb, C2)",toRR(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q3)"
39,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","dec(tx_pckts, Q1)","const(dl_buffer, Q1)"
39,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q2)","const(dl_buffer, Q1)"
40,0,"const(prb, C2)",toWF(sched),"const(tx_brate, Q4)","dec(tx_pckts, Q4)","dec(dl_buffer, Q1)"
40,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q1)","inc(tx_pckts, Q1)","const(dl_buffer, Q1)"
40,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","const(dl_buffer, Q1)"
41,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","inc(tx_pckts, Q4)","inc(dl_buffer, Q4)"
41,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q1)","inc(tx_pckts, Q2)","const(dl_buffer, Q1)"
41,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q2)","const(dl_buffer, Q1)"
42,0,"inc(prb, C3)",toPF(sched),"const(tx_brate, Q4)","inc(tx_pckts, Q4)","dec(dl_buffer, Q4)"
42,1,"const(prb, C2)",toWF(sched),"dec(tx_brate, Q1)","const(tx_pckts, Q1)","const(dl_buffer, Q1)"
42,2,"dec(prb, C2)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","const(dl_buffer, Q1)"
43,0,"dec(prb, C2)",toWF(sched),"const(tx_brate, Q4)","dec(tx_pckts, Q4)","inc(dl_buffer, Q4)"
43,1,"const(prb, C2)",toPF(sched),"const(tx_brate, Q1)","const(tx_pckts, Q1)","const(dl_buffer, Q1)"
43,2,"inc(prb, C3)",const(sched),"const(tx_brate, Q3)","const(tx_pckts, Q3)","const(dl_buffer, Q1)"
44,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","inc(dl_buffer, Q4)"
44,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","dec(tx_pckts, Q1)","const(dl_buffer, Q1)"
44,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q2)","const(dl_buffer, Q1)"
45,0,"const(prb, C2)",toRR(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q4)"
45,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q1)","const(tx_pckts, Q1)","const(dl_buffer, Q1)"
45,2,"const(prb, C3)",const(sched),"const(tx_brate, Q2)","dec(tx_pckts, Q1)","const(dl_buffer, Q1)"
46,0,"const(prb, C2)",toWF(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q4)"
46,1,"const(prb, C2)",const(sched),"const(tx_brate, Q1)","dec(tx_pckts, Q1)","const(dl_buffer, Q1)"
46,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","const(dl_buffer, Q1)"
47,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","inc(dl_buffer, Q4)"
47,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","const(tx_pckts, Q1)","const(dl_buffer, Q1)"
47,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q3)","dec(tx_pckts, Q3)","const(dl_buffer, Q1)"
48,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q4)"
48,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q1)","inc(tx_pckts, Q1)","const(dl_buffer, Q1)"
48,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q1)","const(dl_buffer, Q1)"
49,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q3)"
49,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","const(tx_pckts, Q1)","const(dl_buffer, Q1)"
49,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","const(dl_buffer, Q1)"
50,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","dec(tx_pckts, Q3)","inc(dl_buffer, Q4)"
50,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q1)","inc(tx_pckts, Q2)","inc(dl_buffer, Q3)"
50,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","const(dl_buffer, Q1)"
51,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","inc(tx_pckts, Q4)","inc(dl_buffer, Q4)"
51,1,"const(prb, C2)",const(sched),"const(tx_brate, Q2)","dec(tx_pckts, Q1)","dec(dl_buffer, Q1)"
51,2,"const(prb, C3)",const(sched),"const(tx_brate, Q2)","const(tx_pckts, Q3)","const(dl_buffer, Q1)"
52,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","inc(tx_pckts, Q4)","dec(dl_buffer, Q4)"
52,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","const(tx_pckts, Q1)","const(dl_buffer, Q1)"
52,2,"const(prb, C3)",const(sched),"const(tx_brate, Q2)","const(tx_pckts, Q2)","inc(dl_buffer, Q4)"
53,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","dec(tx_pckts, Q4)","inc(dl_buffer, Q4)"
53,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q1)","const(tx_pckts, Q1)","const(dl_buffer, Q1)"
53,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","dec(dl_buffer, Q1)"
54,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","inc(tx_pckts, Q4)","dec(dl_buffer, Q4)"
54,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","dec(tx_pckts, Q1)","const(dl_buffer, Q1)"
54,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q2)","const(dl_buffer, Q1)"
55,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","dec(tx_pckts, Q4)","inc(dl_buffer, Q4)"
55,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","dec(tx_pckts, Q1)","const(dl_buffer, Q1)"
55,2,"const(prb, C3)",const(sched),"const(tx_brate, Q3)","const(tx_pckts, Q2)","inc(dl_buffer, Q3)"
56,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q4)"
56,1,"const(prb, C2)",toWF(sched),"inc(tx_brate, Q2)","inc(tx_pckts, Q2)","const(dl_buffer, Q1)"
56,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","dec(dl_buffer, Q1)"
57,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","dec(tx_pckts, Q3)","dec(dl_buffer, Q4)"
57,1,"const(prb, C2)",toPF(sched),"const(tx_brate, Q2)","const(tx_pckts, Q2)","const(dl_buffer, Q1)"
57,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q2)","inc(dl_buffer, Q3)"
58,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","inc(tx_pckts, Q4)","inc(dl_buffer, Q4)"
58,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","dec(tx_pckts, Q1)","const(dl_buffer, Q1)"
58,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q2)","dec(dl_buffer, Q1)"
59,0,"const(prb, C2)",toRR(sched),"const(tx_brate, Q4)","dec(tx_pckts, Q4)","dec(dl_buffer, Q4)"
59,1,"const(prb, C2)",const(sched),"const(tx_brate, Q2)","const(tx_pckts, Q1)","const(dl_buffer, Q1)"
59,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q2)","const(dl_buffer, Q1)"
60,0,"const(prb, C2)",toWF(sched),"const(tx_brate, Q4)","inc(tx_pckts, Q4)","inc(dl_buffer, Q4)"
60,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","dec(tx_pckts, Q1)","const(dl_buffer, Q1)"
60,2,"const(prb, C3)",const(sched),"const(tx_brate, Q2)","const(tx_pckts, Q2)","const(dl_buffer, Q1)"
61,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q3)"
61,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q2)","inc(tx_pckts, Q2)","const(dl_buffer, Q1)"
61,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","inc(dl_buffer, Q3)"
62,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q3)"
62,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","dec(tx_pckts, Q1)","const(dl_buffer, Q1)"
62,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q2)","dec(dl_buffer, Q1)"
63,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","inc(dl_buffer, Q4)"
63,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q1)","const(tx_pckts, Q1)","inc(dl_buffer, Q3)"
63,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q2)","const(dl_buffer, Q1)"
64,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q3)"
64,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q1)","const(tx_pckts, Q1)","dec(dl_buffer, Q1)"
64,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","const(dl_buffer, Q1)"
65,0,"const(prb, C2)",const(sched),"dec(tx_brate, Q4)","const(tx_pckts, Q4)","inc(dl_buffer, Q4)"
65,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","const(tx_pckts, Q1)","const(dl_buffer, Q1)"
65,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q3)","dec(tx_pckts, Q3)","const(dl_buffer, Q1)"
66,0,"const(prb, C2)",const(sched),"inc(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q3)"
66,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q2)","inc(tx_pckts, Q2)","inc(dl_buffer, Q3)"
66,2,"const(prb, C3)",const(sched),"const(tx_brate, Q3)","inc(tx_pckts, Q3)","const(dl_buffer, Q1)"
67,0,"const(prb, C2)",toPF(sched),"const(tx_brate, Q4)","inc(tx_pckts, Q4)","inc(dl_buffer, Q3)"
67,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","dec(tx_pckts, Q1)","dec(dl_buffer, Q1)"
67,2,"const(prb, C3)",const(sched),"const(tx_brate, Q3)","const(tx_pckts, Q3)","const(dl_buffer, Q1)"
68,0,"const(prb, C2)",toWF(sched),"const(tx_brate, Q4)","dec(tx_pckts, Q4)","inc(dl_buffer, Q4)"
68,1,"const(prb, C2)",const(sched),"const(tx_brate, Q1)","const(tx_pckts, Q1)","const(dl_buffer, Q1)"
68,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q3)","const(dl_buffer, Q1)"
69,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","dec(tx_pckts, Q3)","dec(dl_buffer, Q3)"
69,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q1)","inc(tx_pckts, Q1)","const(dl_buffer, Q1)"
69,2,"const(prb, C3)",const(sched),"const(tx_brate, Q2)","const(tx_pckts, Q2)","const(dl_buffer, Q1)"
70,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","const(tx_pckts, Q3)","inc(dl_buffer, Q4)"
70,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q2)","inc(tx_pckts, Q2)","const(dl_buffer, Q1)"
70,2,"const(prb, C3)",const(sched),"const(tx_brate, Q2)","const(tx_pckts, Q2)","const(dl_buffer, Q1)"
71,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","inc(tx_pckts, Q4)","inc(dl_buffer, Q4)"
71,1,"const(prb, C2)",const(sched),"dec(tx_brate, Q1)","dec(tx_pckts, Q1)","const(dl_buffer, Q1)"
71,2,"const(prb, C3)",const(sched),"const(tx_brate, Q2)","const(tx_pckts, Q2)","const(dl_buffer, Q1)"
72,0,"const(prb, C2)",toRR(sched),"const(tx_brate, Q4)","const(tx_pckts, Q4)","dec(dl_buffer, Q4)"
72,1,"const(prb, C2)",const(sched),"const(tx_brate, Q1)","dec(tx_pckts, Q1)","const(dl_buffer, Q1)"
72,2,"const(prb, C3)",const(sched),"inc(tx_brate, Q3)","inc(tx_pckts, Q3)","const(dl_buffer, Q1)"
73,0,"const(prb, C2)",toWF(sched),"const(tx_brate, Q4)","inc(tx_pckts, Q4)","inc(dl_buffer, Q4)"
73,1,"const(prb, C2)",const(sched),"inc(tx_brate, Q1)","inc(tx_pckts, Q1)","const(dl_buffer, Q1)"
73,2,"const(prb, C3)",const(sched),"dec(tx_brate, Q2)","dec(tx_pckts, Q2)","const(dl_buffer, Q1)"
74,0,"const(prb, C2)",const(sched),"const(tx_brate, Q4)","dec(tx_pckts, Q4)","dec(dl_buffer, Q4)"
